,grantee_num,States,cofips_g,city,grantee_name,address,city_name,grantee_name65
939,51044,OH,149,8300,"CA COMM OF CHAMPAIGN, LOGAN & SHELBY CNT","CNTY COURTHOUSE RM 6, COURT S",URBANA,"CA COMM OF CHAMPAIGN, LOGAN & SHELBY CNT"
940,51054,OH,151,1320,STARK CNT COUNCIL FOR EC OP,132 THIRD ST SW,CANTON,STARK CNT COUNCIL FOR EC OP
941,51060,OH,153,9040,"CLINTON COUNTY CAP, INC.",COURTHOUSE - 1ST FLOOR,WILMINGTON,"CLINTON COUNTY CAP, INC."
942,51065,OH,153,70,SUMMIT COUNTY-GREATER AKRON CA COUNCIL,230 W CENTER,AKRON,SUMMIT COUNTY-GREATER AKRON CA COUNCIL
943,51079,OH,157,8210,HARCATUS COMMUNITY ACTION ORGANIZATION,PO BOX 155,UHRICHSVILLE,HARCATUS COMMUNITY ACTION ORGANIZATION
944,51083,OH,159,4800,"CA ORG OF DELAWARE, MADISON & UNION COS.",280 N CHERRY ST,MARYSVILLE,"CA ORG OF DELAWARE, MADISON & UNION COS."
945,51086,OH,167,4730,CAP CORP OF WASHINGTON-MORGAN COUNTIES,"PO BOX 144, 243 FRONT ST",MARIETTA,CAP CORP OF WASHINGTON-MORGAN COUNTIES
946,51089,OH,169,9140,ASHLAND WAYNE COMM ACTION COMMISSION,241 W MAIN ST,ASHLAND,ASHLAND WAYNE COMM ACTION COMMISSION
969,51407,OH,49,1800,EAST CENTRAL CITIZENS ORGANIZATION,1091 E MAIN STREET,COLUMBUS,EAST CENTRAL CITIZENS ORGANIZATION
972,51491,OH,173,920,LA RAZA UNIDA DE OHIO,1616 E WOOSTER STADUIM PLAZA,BLOWING GREEN,LA RAZA UNIDA DE OHIO
978,51516,OH,133,3880,KENT STATE UNIVERSITY,JAMES MCGRATH,KENT,KENT STATE UNIVERSITY
981,51522,OH,35,1680,METRO COOPERATIVE SERVICES INC,2624 DETROIT AVE,CLEVELAND,METRO COOPERATIVE SERVICES INC
982,51523,OH,35,1680,HOUGH AREA DEVELOPMENT CORPORATION,7016 EUCLID AVENUE,CLEVELAND,HOUGH AREA DEVELOPMENT CORPORATION
985,51526,OH,113,2090,CITY OF DAYTON OHIO-OFFICE OF CITY MGR,THIRD AND LUDLOW,DAYTON,CITY OF DAYTON OHIO-OFFICE OF CITY MGR
990,51533,OH,113,2090,MONTGOMERY CNT COMMUNITY ACTION AGENCY,"3304 N MAIN ST, COTTAGE 10",DAYTON,MONTGOMERY CNT COMMUNITY ACTION AGENCY
991,60002,OK,69,4740,"INDIAN NATIONS COMMUNITY ACTION, INC.",411 W MAIN,TISHOMINGO,"INDIAN NATIONS COMMUNITY ACTION, INC."
993,60011,OK,125,4300,ACTION INC.,ROOM 612 AMERICAN BUILDING,SHAWNEE,ACTION INC.
1001,60025,OK,17,3550,UNIV OF OKLAHOMA FOUNDATION INC,800 N E 15TH STREET,OKLAHOMA CITY,UNIV OF OKLAHOMA FOUNDATION INC
1007,60046,OK,65,120,SOUTHWEST OKLAHOMA LEGAL AIDE COUNCIL,118 SOUTH LEE,ALTUS,SOUTHWEST OKLAHOMA LEGAL AIDE COUNCIL
1018,60063,OK,17,3550,COMMUNITY HEALTH PROJECT INC,600 NE 15TH STREET,OKLAHOMA CITY,COMMUNITY HEALTH PROJECT INC
1085,60472,OK,11,5020,"OPPORTUNITIES, INC.",PO BOX 569,WATONGA,"OPPORTUNITIES, INC."
1086,60503,OK,31,2750,COMANCHE COUNTY IMPROVEMENT FOUNDATION,402 C 4TH FLOOR KOEHLER BLDG,LAWTON,COMANCHE COUNTY IMPROVEMENT FOUNDATION
1087,60528,OK,63,2280,"HUGHES COUNTY DEV FOUNDATION, INC.",416 E POPLAR ST,HOLDENVILLE,"HUGHES COUNTY DEV FOUNDATION, INC."
1088,60541,OK,65,120,"SOUTHWEST OKLAHOMA CA GROUP, INC.","116 S LEE, PO BOX 811",ALTUS,"SOUTHWEST OKLAHOMA CA GROUP, INC."
1089,60588,OK,101,3310,"MUSKOGEE COUNTY CA FOUNDATION, INC.","519 S THIRD ST, PO BOX 647",MUSKOGEE,"MUSKOGEE COUNTY CA FOUNDATION, INC."
1090,60594,OK,107,3540,"OKFUSKEE COUNTY CA FOUNDATION, INC.",COUNTY COURTHOUSE,OKEMAH,"OKFUSKEE COUNTY CA FOUNDATION, INC."
1091,60595,OK,17,3550,"CAP OF OKLAHOMA CITY AND COUNTY, INC.",331 W MAIN ST,OKLAHOMA CITY,"CAP OF OKLAHOMA CITY AND COUNTY, INC."
1092,60614,OK,109,3550,"DIVIDSION OF EO, OFFICE OF THE GOVERNOR",120 NE 26TH,OKLAHOMA CITY,"DIVIDSION OF EO, OFFICE OF THE GOVERNOR"
1093,60617,OK,111,0,"DEEP FORK CA FOUNDATION, INC.","408 W 6TH, PO BOX 670",OKMULGEE,"DEEP FORK CA FOUNDATION, INC."
1094,60642,OK,119,4460,"PAYNE/NOBLE CA FOUNDATION, INC",619 W 12TH,STILLWATER,"PAYNE/NOBLE CA FOUNDATION, INC"
1095,60680,OK,143,4780,"TULSA EO TASK FORCE, INC.",747 W 7TH ST,TULSA,"TULSA EO TASK FORCE, INC."
1096,60690,OK,147,1340,"WASHINGTON-NOWATA COUNTIES CA FDN., INC.","PO BOX 486, 2001 PORTLAND",DEWEY,"WASHINGTON-NOWATA COUNTIES CA FDN., INC."
1161,61427,OK,61,5170,KIBOIS COMMUNITY ACTION FOUNDATION INC,PO BOX 488,STIGLER,KIBOIS COMMUNITY ACTION FOUNDATION INC
1165,61470,OK,81,900,"REDLAND CA FOUNDATION, INC.","PO BOX 556, 1019 MANVEL",CHANDLER,"REDLAND CA FOUNDATION, INC."
1167,61486,OK,27,3430,OKLAHOMANS FOR INDIAN OPPORTUNITY INC,555 CONSTITUTION,NORMAN,OKLAHOMANS FOR INDIAN OPPORTUNITY INC
1169,61502,OK,141,1750,"RURAL ENTERPRISES CAP, INC.",BOX 989 CITY HALL,FREDERICK,"RURAL ENTERPRISES CAP, INC."
1170,61503,OK,23,2340,LITTLE DIXIE COMMUNITY ACTION AGENCY,207 E JACKSON ST,HUGO,LITTLE DIXIE COMMUNITY ACTION AGENCY
1174,61510,OK,137,1420,"DELTA COMMUNITY ACTION FOUNDATION, INC.",1024 MAIN ST,DUNCAN,"DELTA COMMUNITY ACTION FOUNDATION, INC."
1175,61511,OK,51,960,WASHITA VALLEY COMMUNITY ACTION COUNCIL,118 CHICKASHA AVE BOX 747,CHICKASHA,WASHITA VALLEY COMMUNITY ACTION COUNCIL
1176,61512,OK,21,4600,"COOKSON HILLS CA FOUNDATION, INC.",307 S MUSKOGEE,TAHLEQUAH,"COOKSON HILLS CA FOUNDATION, INC."
1180,61520,OK,145,0,"WA-RO-MA TRI-COUNTY CA FOUNDATION, INC",PO BOX 126,WAGONER,"WA-RO-MA TRI-COUNTY CA FOUNDATION, INC"
1181,61524,OK,117,3690,"UNITED COMMUNITY ACTION PROGRAM, INC.","INDIAN AGENCY RD, PO BOX 6",PAWNEE,"UNITED COMMUNITY ACTION PROGRAM, INC."
1183,61532,OK,115,3770,"NORTHEAST OKLAHOMA CAA, INC.","PO BOX 188, 2ND & CONNELL",PICHER,"NORTHEAST OKLAHOMA CAA, INC."
1186,61547,OK,145,4910,NORTHEASTERN OKLA COMM DEVEL CORP,218 EAST CHEROKEE STREET,WAGONER,NORTHEASTERN OKLA COMM DEVEL CORP
4,4,OR,51,1650,MULTNOMAH COUNTY CAA,4420 SE 64 AVENUE,PORTLAND,MULTNOMAH COUNTY CAA
12,22,OR,39,660,"SENIOR OPPORTUNITIES AND SERVICES, INC.",MEDICAL CENTER BLDG RM 280,EUGENE,"SENIOR OPPORTUNITIES AND SERVICES, INC."
27,663,OR,43,20,BENTON-LINN ECON OPPORTUNITY COUNCIL,PO BX 1006 203 W 1ST AVE #204,ALBANY,BENTON-LINN ECON OPPORTUNITY COUNCIL
28,672,OR,5,1580,"DEVELOPMENT OPPORTUNITY, INC.",607 MAIN ST,OREGON CITY,"DEVELOPMENT OPPORTUNITY, INC."
29,676,OR,9,1840,"CA TEAM, INC. OF COLUMBIA COUNTY",PO BOX 548-HIGHWAY 30-FED BLD,SCAPPOOSE,"CA TEAM, INC. OF COLUMBIA COUNTY"
30,682,OR,11,1510,SOUTHWEST OREGON COMM ACTION COMMITTEE,P. O. BOX 427,NORTH BEND,SOUTHWEST OREGON COMM ACTION COMMITTEE
31,685,OR,29,1310,"JACKSON COUNTY CA COUNCIL, INC.",704 N CENTRAL,MEDFORD,"JACKSON COUNTY CA COUNCIL, INC."
32,690,OR,39,660,LANE HUMAN RESOURCES INC,610 WILLAMETTE STREET - RM 325,EUGENE,LANE HUMAN RESOURCES INC
33,691,OR,39,660,UNIVERSITY OF OREGON,JOHNSON HALL,EUGENE,UNIVERSITY OF OREGON
34,704,OR,47,1810,ECONOMIC OPPORTUNITY PROGRAMS SEOO,313 PUBLIC SERVICE BUILDING,SALEM,ECONOMIC OPPORTUNITY PROGRAMS SEOO
35,710,OR,47,1810,MID-WILLAMETTE VALLEY CAA,OREGON BUILDING ROOM 311,SALEM,MID-WILLAMETTE VALLEY CAA
36,720,OR,47,2260,VALLEY MIGRANT LEAGUE,P.O. BOX 128,WOODBURN,VALLEY MIGRANT LEAGUE
37,742,OR,51,1650,PORTLAND METRO STEERING COMMITTEE,1110 SE ALDER ST,PORTLAND,PORTLAND METRO STEERING COMMITTEE
38,754,OR,59,1610,BLUE MOUNTAIN ECONOMIC DEVELOPMENT COUN,PO BOX 1427,PENDLETON,BLUE MOUNTAIN ECONOMIC DEVELOPMENT COUN
39,757,OR,61,1190,EASTERN OREGON COMMUNITY DEV. COUNCIL,"801 ADAMS, P.O. BOX 1006",LA GRANDE,EASTERN OREGON COMMUNITY DEV. COUNCIL
40,758,OR,65,2060,"MID-COLUMBIA CA COUNCIL, INC.",PO BOX 726,THE DALLES,"MID-COLUMBIA CA COUNCIL, INC."
41,761,OR,67,1000,"WASHINGTON COUNTY CA ORGANIZATION, INC.",330 NE LINCOLN,HILLSBORO,"WASHINGTON COUNTY CA ORGANIZATION, INC."
313,30021,PA,3,6600,UNIVERSITY OF PITTSBURGH,3117 CATHEDRAL OF LEARNING,PITTSBURGH,UNIVERSITY OF PITTSBURGH
316,30025,PA,27,8695,THE PENNSYLVANIA STATE UNIVERSITY,,UNIVERSITY PARK,THE PENNSYLVANIA STATE UNIVERSITY
346,30086,PA,133,9610,UNITED COMMUNITY SERVICES OF YORK COUNTY,800 E KING STREET P O BOX2004,YORK,UNITED COMMUNITY SERVICES OF YORK COUNTY
347,30087,PA,133,9610,YORK COUNTY PLANNING COMMISSION,220 S DUKE STREET,YORK,YORK COUNTY PLANNING COMMISSION
348,30088,PA,3,6600,SOUTHWESTERN PENNA REGIONAL PLAN COMM,564 FORBES AVENUE,PITTSBURGH,SOUTHWESTERN PENNA REGIONAL PLAN COMM
352,30092,PA,101,6540,SOUTH PHILADELPHIA HEALTH ACTION,1015 CHESTNUT ST. MEZZANINE,PHILADELPHIA,SOUTH PHILADELPHIA HEALTH ACTION
368,30675,PA,1,3160,ADAMS CNT COUNCIL OF COMM SERVICES,"PO BOX 205, 62 CHAMBERSBURG",GETTYSBURG,ADAMS CNT COUNCIL OF COMM SERVICES
369,30707,PA,3,6600,"COMMUNITY ACTION PITTSBURGH, INC",107 6TH ST,PITTSBURGH,"COMMUNITY ACTION PITTSBURGH, INC"
370,30747,PA,9,2680,TRI-COUNTY COMMUNITY ACTION AGENCY,720 CHURCH ST,SAXTON,TRI-COUNTY COMMUNITY ACTION AGENCY
371,30750,PA,11,6900,EO COUNCIL OF READING-BERKS,406 WALNUT ST,READING,EO COUNCIL OF READING-BERKS
372,30764,PA,17,2050,BUCKS CO OPPORTUNITY COUNCIL INC,ADMINISTRATION BUILDING,DOYLESTOWN,BUCKS CO OPPORTUNITY COUNCIL INC
373,30769,PA,21,4010,"CAMBRIA COUNTY CA COUNCIL, INC.",SECOND FLOOR-WAR MEMORIAL BLD,JOHNSTOWN,"CAMBRIA COUNTY CA COUNCIL, INC."
374,30772,PA,25,3995,CARBON CNT ACTION COMM FOR HUMAN SERV,56 BROADWAY,JIM THORPE,CARBON CNT ACTION COMM FOR HUMAN SERV
375,30781,PA,29,9010,COMMUNITY ACTION BOARD OF CHESTER COUNTY,RM 514-FARMERS & MECHANICS BL,WEST CHESTER,COMMUNITY ACTION BOARD OF CHESTER COUNTY
376,30790,PA,33,1430,CENTRAL PENNSYLVANIA COMM ACTION INC.,"315 E MARKET ST, PO BOX 627",CLEARFIELD,CENTRAL PENNSYLVANIA COMM ACTION INC.
377,30800,PA,39,5000,CRAWFORD CO COMM ACT ASSN,315 NORTH ST,MEADVILLE,CRAWFORD CO COMM ACT ASSN
378,30803,PA,43,3500,TRI COUNTY COMMISSION FOR COMM ACTION,477 FRONT ST,STEELTON,TRI COUNTY COMMISSION FOR COMM ACTION
379,30804,PA,43,3500,BUREAU OF HUMAN RESOURCES,"240 N 3RD ST, PAYNE-SHOE BLDG",HARRISBURG,BUREAU OF HUMAN RESOURCES
380,30820,PA,45,1270,GREATER CHESTER MOVEMENT,5 W SEVENTH ST,CHESTER,GREATER CHESTER MOVEMENT
381,30835,PA,49,2640,GREATER ERIE COMMUNITY ACTION COMMITTEE,11 E FOURTEENTH ST,ERIE,GREATER ERIE COMMUNITY ACTION COMMITTEE
382,30843,PA,51,8690,"FAYETTE COUNTY CAA, INC",61 E PENN ST,UNIONTOWN,"FAYETTE COUNTY CAA, INC"
383,30849,PA,63,3870,"INDIANA COUNTY CAP, INC.",1689 SALTSBURG AVE,INDIANA,"INDIANA COUNTY CAP, INC."
384,30851,PA,65,6840,JEFFERSON-CLARION COUNTY EO ASSN. INC.,PO BOX 242,PUNXSUTAWNEY,JEFFERSON-CLARION COUNTY EO ASSN. INC.
385,30856,PA,69,7460,BOARD OF COMMISSIONER OF LACKAWANNA,506 SPRUCE ST CT HOUSE ANNEX,SCRANTON,BOARD OF COMMISSIONER OF LACKAWANNA
386,30857,PA,71,4180,"CAP OF LANCASTER COUNTY, INC.",33 NORTH DUKE ST,LANCASTER,"CAP OF LANCASTER COUNTY, INC."
387,30865,PA,77,660,"CA COMMITTEE OF THE LEHIGH VALLEY, INC.",520 E BROAD ST,BETHLEHEM,"CA COMMITTEE OF THE LEHIGH VALLEY, INC."
388,30872,PA,79,9340,COMMISSION ON EO OF LUZERNE COUNTY,211-213 S MAIN ST,WILKES-BARRE,COMMISSION ON EO OF LUZERNE COUNTY
389,30884,PA,81,9380,"LYCOMING CO CAA-STEP, INC",48 WEST 3RD ST,WILLIAMSPORT,"LYCOMING CO CAA-STEP, INC"
390,30885,PA,23,2610,NORTHERN TIER CA CORP,51 E 4TH ST,EMPORIUM,NORTHERN TIER CA CORP
391,30891,PA,85,5050,CRASH INC,1000 LEE AVE,FARRELL,CRASH INC
392,30903,PA,91,6000,OPPORTUNITY BOARD OF MONTGOMERY COUNTY,50 E CHESTNUT ST,NORRISTOWN,OPPORTUNITY BOARD OF MONTGOMERY COUNTY
393,30924,PA,101,6540,PHILADELPHIA ANTI-POVERTY ACTION COMM,1316 ARCH ST,PHILADELPHIA,PHILADELPHIA ANTI-POVERTY ACTION COMM
394,30932,PA,101,6540,UNIVERSITY OF PENNSYLVANIA,3451 WALNUT STREET,PHILADELPHIA,UNIVERSITY OF PENNSYLVANIA
395,30935,PA,107,6790,EO CABINET OF SCHUYLKILL COUNTY,SCHUYLKILL COUNTY COURT HOUSE,POTTSVILLE,EO CABINET OF SCHUYLKILL COUNTY
396,30937,PA,111,7820,TABLELAND COMM ASSN INC,BOX 188 204 SCULL BUILDING,SOMERSET,TABLELAND COMM ASSN INC
397,30943,PA,121,3010,VENAGO ACTION CORP.,1243 LIBERTY STREET,FRANKLIN,VENAGO ACTION CORP.
398,30946,PA,123,8850,WARREN & FOREST COS ECON OPP COUNCIL INC,225 PA AVE WEST,WARREN,WARREN & FOREST COS ECON OPP COUNCIL INC
399,30955,PA,125,8880,WASHINGTON GREENE COMM ACTION CORP,2198 NORTH MAIN ST,WASHINGTON,WASHINGTON GREENE COMM ACTION CORP
400,30957,PA,127,0,WESTERN WAYNE JOINT SCHOOLS,,SOUTH CANAAN,WESTERN WAYNE JOINT SCHOOLS
401,30976,PA,129,3360,"WESTMORELAND CNT CONFERENCE FOR EO, INC.",128 E PITTSBURGH ST,GREENSBURG,"WESTMORELAND CNT CONFERENCE FOR EO, INC."
402,30985,PA,133,9610,COMMUNITY PROGRESS COUNCIL,SCHMIDT BLDG CONTINENTAL SQ.,YORK,COMMUNITY PROGRESS COUNCIL
449,31480,PA,101,6540,SCHOOL DISTRICT OF PHILADELPHIA,PARKWAY AT 21ST STREET,PHILADELPHIA,SCHOOL DISTRICT OF PHILADELPHIA
462,31649,PA,41,1060,PENNA BUREAU OF CORRECTIONS,BOX 200 CAMP HILL,CAMP HILL,PENNA BUREAU OF CORRECTIONS
466,31664,PA,3,6600,FREEDOM HOUSE INTERPRISE INC,2027 CENTRE AVE,PITTSBURGH,FREEDOM HOUSE INTERPRISE INC
470,31680,PA,101,6540,ZION NON-PROFIT CHARITABLE TRUST,100 W COULTER ST,PHILADELPHIA,ZION NON-PROFIT CHARITABLE TRUST
86,10014,RI,7,190,PROVIDENCE HEALTH CENTERS INC,228 THURBERS AVE,PROVIDENCE,PROVIDENCE HEALTH CENTERS INC
164,11398,RI,3,230,WARWICK COMMUNITY ACTION INC,3308 POST RD,WARWICK,WARWICK COMMUNITY ACTION INC
165,11402,RI,5,150,"NEW VISIONS FOR NEWPORT COUNTY, INC.",194-A THAMES ST,NEWPORT,"NEW VISIONS FOR NEWPORT COUNTY, INC."
166,11405,RI,7,180,"BLACKSTONE VALLEY CAP, INC.",150 MAIN ST REAR,PAWTUCKET,"BLACKSTONE VALLEY CAP, INC."
167,11406,RI,7,50,"CRANSTON CAP COMMITTEE, INC.",1090 CRANSTON ST,CRANSTON,"CRANSTON CAP COMMITTEE, INC."
168,11414,RI,7,190,PROGRESS FOR PROVIDENCE,1082 CHALKSTONE AVE,PROVIDENCE,PROGRESS FOR PROVIDENCE
169,11420,RI,7,194,"RI DPT OF COM AF, DIV OF HUM RES SEOO",289 PROMENADE ST,PROVIDENCE,"RI DPT OF COM AF, DIV OF HUM RES SEOO"
170,11421,RI,7,57,"SELF-HELP, INC.",100 BULLOCKS PT AVE,RIVERSIDE,"SELF-HELP, INC."
171,11422,RI,7,260,SOCIAL PROGRESS ACTION CORP,45 ARNOLD ST,WOONSOCKET,SOCIAL PROGRESS ACTION CORP
172,11423,RI,7,156,TRI-TOWN ECONOMIC OPPORTUNITY COMMITTEE,79 WATERMAN AVE,NORTH PROVIDENCE,TRI-TOWN ECONOMIC OPPORTUNITY COMMITTEE
186,12070,RI,7,190,RHODE ISLAND LEGAL SERVICES INC,56 PINE STREET,PROVIDENCE,RHODE ISLAND LEGAL SERVICES INC
493,40069,SC,79,520,OFFICE OF THE GOV STATE PLANN & GT DIV,RM 224 WADE HAMPTON OFF BLDG,COLUMBIA,OFFICE OF THE GOV STATE PLANN & GT DIV
539,40223,SC,19,1245,RURAL MISSIONS INC,ROUTE 1 BOX 450 A,JOHNS ISLAND,RURAL MISSIONS INC
593,40380,SC,13,1145,BEAUFORT JASPER COMP HLTH SERV INC,PO BOX 870 916 BAY STREET,HILTON HEAD,BEAUFORT JASPER COMP HLTH SERV INC
673,40555,SC,3,20,"AIKEN-EDGEFIELD CNT CA COMMISSION, INC.","237 PARK AVE, PO BOX 2094",AIKEN,"AIKEN-EDGEFIELD CNT CA COMMISSION, INC."
674,40560,SC,5,30,SALKEHATCHIE COMM ACTION COUNCIL INC,PO BOX 531,ALLENDALE,SALKEHATCHIE COMM ACTION COUNCIL INC
676,40573,SC,19,410,CHARLESTON COUNTY EO COMMISSION,"1000 KING ST, PO BOX 2668",CHARLESTON,CHARLESTON COUNTY EO COMMISSION
677,40575,SC,19,410,SOUTH CAROLINA COMM FOR FARM WORKERS,285 MEETING STREET,CHARLESTON,SOUTH CAROLINA COMM FOR FARM WORKERS
679,40578,SC,25,420,"CHESTERFIELD-MARLBORO EO COUNCIL, INC.","PO BOX 866, 84 POWE ST",CHERAW,"CHESTERFIELD-MARLBORO EO COUNCIL, INC."
680,40585,SC,35,2720,BCD COUNTIES ECONOMIC DEV CORP,"PO BOX 199-120, BENSON ST",WALTERBORO,BCD COUNTIES ECONOMIC DEV CORP
681,40589,SC,41,870,FLORENCE COUNTY EO COMMISSION,177 WEST EVANS ST,FLORENCE,FLORENCE COUNTY EO COMMISSION
682,40590,SC,45,1040,"GREENVILLE COUNTY COUNCIL FOR CA, INC.",117-121 CLEVELAND ST,GREENVILLE,"GREENVILLE COUNTY COUNCIL FOR CA, INC."
684,40592,SC,47,1050,"GMAS COMMUNITY ACTIONS, INC.","PO BOX 707, HOSPITAL ST",GREENWOOD,"GMAS COMMUNITY ACTIONS, INC."
686,40594,SC,51,540,"HORRY-GEORGETOWN EO COUNCIL, INC.",201 BEATY ST,CONWAY,"HORRY-GEORGETOWN EO COUNCIL, INC."
687,40597,SC,53,140,BEAUFORT-JASPER EOC INC.,"512 WILMINGTON ST, PO BOX 31",BEAUFORT,BEAUFORT-JASPER EOC INC.
688,40601,SC,59,1410,"LAURENS COUNTY COMMUNITY ACTION, INC.","S HARPER ST EXT, PO BOX 829",LAURENS,"LAURENS COUNTY COMMUNITY ACTION, INC."
689,40605,SC,67,1630,"DILLON-MARION COMMUNITY ACTION, INC.","209 MAILROAD AVE, PO BOX 680",MARION,"DILLON-MARION COMMUNITY ACTION, INC."
690,40613,SC,75,1870,ORANGEBURG AREA COMM FOR ECONOMIC PROGRE,PO DRAWER 710,ORANGEBURG,ORANGEBURG AREA COMM FOR ECONOMIC PROGRE
691,40617,SC,77,2020,OCONEE-PICKENS EO FEDERATION,PO BOX 535,PICKENS,OCONEE-PICKENS EO FEDERATION
693,40626,SC,79,520,"MIDLANDS COMMUNITY ACTION AGENCY, INC.",1729 ASSEMBLY ST,COLUMBIA,"MIDLANDS COMMUNITY ACTION AGENCY, INC."
694,40632,SC,79,520,S.C. STATE OFFICE OF ECONOMIC OPPORTUNIT,1026 SUMTER ST,COLUMBIA,S.C. STATE OFFICE OF ECONOMIC OPPORTUNIT
695,40634,SC,79,520,UNIVERSITY OF SOUTH CAROLINA,UPWARD BOUND PROJECT,COLUMBIA,UNIVERSITY OF SOUTH CAROLINA
696,40639,SC,83,2460,"PIEDMONT COMMUNITY ACTIONS, INC.",PO BOX 5374,SPARTANBURG,"PIEDMONT COMMUNITY ACTIONS, INC."
699,40656,SC,89,1300,"WILLIAMSBURG-LEE COUNTIES EOC, INC.",PO BOX 528,KINGSTREE,"WILLIAMSBURG-LEE COUNTIES EOC, INC."
700,40657,SC,91,2200,"CAROLINA COMMUNITY ACTIONS, INC.",120 HAMPTON ST,ROCK HILL,"CAROLINA COMMUNITY ACTIONS, INC."
1268,80009,SD,99,2450,SOUTH DAKOTA STATE LOW INCOME COUNCIL,303 NORTH SUMMIT,SIOUX FALLS,SOUTH DAKOTA STATE LOW INCOME COUNCIL
1278,80031,SD,65,2160,UNITED SIOUX TRIBES OF SOUTH DAKOTA DEV,BOX 1193,PIERRE,UNITED SIOUX TRIBES OF SOUTH DAKOTA DEV
1321,80955,SD,17,1035,CROW CREEK SIOUX TRIBE,BOX 658,FORT THOMPSON,CROW CREEK SIOUX TRIBE
1322,80962,SD,23,1540,"SOUTH CENTRAL CAP, INC.",PO BOX 6,LAKE ANDES,"SOUTH CENTRAL CAP, INC."
1323,80964,SD,27,2730,UNIVERSITY OF SOUTH DAKOTA,UNIV OF SOUTH DAKOTA,VERMILLION,UNIVERSITY OF SOUTH DAKOTA
1324,80971,SD,65,2160,SOUTH DAKOTA SEOO,CAPITOL BUILDING,PIERRE,SOUTH DAKOTA SEOO
1325,80976,SD,79,1730,"INTER-LAKES COMMUNITY ACTION, INC.",PO BOX 268,MADISON,"INTER-LAKES COMMUNITY ACTION, INC."
1326,80984,SD,103,2250,WESTERN SOUTH DAKOTA COMMUNITY ACTION,220 OMAHA ST,RAPID CITY,WESTERN SOUTH DAKOTA COMMUNITY ACTION
1327,80987,SD,109,2460,"NORTHEAST SOUTH DAKOTA CAP, INC",520 2ND AVE E,SISSETON,"NORTHEAST SOUTH DAKOTA CAP, INC"
1328,80993,SD,113,2165,OGLALA SIOUX TRIBAL COUNCIL,PO BOX 379,PINE RIDGE,OGLALA SIOUX TRIBAL COUNCIL
485,40047,TN,141,480,UPPER CUMBERLAND DEVELOPMENT DISTRICT,P O BOX 5076,COOKEVILLE,UPPER CUMBERLAND DEVELOPMENT DISTRICT
533,40200,TN,167,520,TIPTON COUNTYAGRICULTURAL OPPR COOP,TIPTON COUNTY COURTHOUSE,COVINGTON,TIPTON COUNTYAGRICULTURAL OPPR COOP
558,40278,TN,157,1620,THE MEMPHIS AREA CHAMBER OF COMMERCE,PO BOX 224,MEMPHIS,THE MEMPHIS AREA CHAMBER OF COMMERCE
600,40400,TN,157,1620,MEMPHIS HEALTH CENTER INC,374 E H CRUMP BLVD,MEMPHIS,MEMPHIS HEALTH CENTER INC
611,40420,TN,157,1620,MEMPHIS SHELBY COUNTY LEGAL SVCS ASSN,46 NORTH THIRD STREET,MEMPHIS,MEMPHIS SHELBY COUNTY LEGAL SVCS ASSN
618,40448,TN,157,1620,CAA OF MEMPHIS & SHELBY COUNTY,97 N THIRD,MEMPHIS,CAA OF MEMPHIS & SHELBY COUNTY
622,40457,TN,93,1300,UNIVERSITY OF TENN LEGAL CLINIC,1505 W CUMBERLAND AVE,KNOXVILLE,UNIVERSITY OF TENN LEGAL CLINIC
623,40458,TN,13,1320,TRI COU COM ACT COM,P.O. BOX 1431,LAFOLLETTE,TRI COU COM ACT COM
650,40513,TN,149,2250,MID-CUMBERLAND COMMUNITY ACTION AGENCY,323 INDUSTRIAL PARK,SMYRNA,MID-CUMBERLAND COMMUNITY ACTION AGENCY
652,40515,TN,47,2270,LAU-FAY-TON CAA,PO BOX 419,COVINGTON,LAU-FAY-TON CAA
656,40521,TN,177,1530,CANEY FORK DEVELOPMENT CORPORATION,MAIN ST PO BOX 722,MCMINNVILLE,CANEY FORK DEVELOPMENT CORPORATION
671,40553,TN,157,1620,YOUTH SERVICE USA INC,910 MC CALL BUILDING,MEMPHIS,YOUTH SERVICE USA INC
701,40665,TN,9,1570,BLOUNT MONROE CAA INC,309 COURT STREET,MARYVILLE,BLOUNT MONROE CAA INC
703,40669,TN,11,420,"PROGRESS FOR PEOPLE, INC.","PO BOX 787, 150 DOOLEY ST SE",CLEVELAND,"PROGRESS FOR PEOPLE, INC."
705,40675,TN,17,1180,WESTSTATE ECON OPPORTUNITY AUTHORITY,POBOX 552,HUNTINGDON,WESTSTATE ECON OPPORTUNITY AUTHORITY
706,40678,TN,19,760,"JOHNSON, CARTER & UNICOI CNT HUM DEV COR",PO BOX 670,ELIZABETHTON,"JOHNSON, CARTER & UNICOI CNT HUM DEV COR"
707,40685,TN,25,2375,CLAIBORNE CO COM ACT COM,P.O. BOX 48,TAZEWELL,CLAIBORNE CO COM ACT COM
708,40693,TN,37,1760,MAC,1116-8TH AVE SOUTH,NASHVILLE,MAC
709,40697,TN,37,1760,TENNESSEE OFFICE OF ECONOMIC OPPORTUNITY,100 ARLINGTON AVE,NASHVILLE,TENNESSEE OFFICE OF ECONOMIC OPPORTUNITY
710,40703,TN,47,2270,FAYETTE CTY ECON DEV COMMISSION,2141 N. MAIN ST,SOMERVILLE,FAYETTE CTY ECON DEV COMMISSION
