Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
S. Mark Taper Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,25000,General support;,General operating support,Private,Service
Sapphire Foundation Inc.,CA,Asian Youth Center,San Gabriel,CA,2014,401,,Charitable contribution,Private,Service
State Farm Companies Foundation,IL,Asian Youth Center,San Gabriel,CA,2003,15000,,,Private,Service
Tawa Charitable Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,7000,Program development;,Charitable,Private,Service
Tawa Charitable Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,10000,Program development;,Charitable,Private,Service
Tawa Charitable Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,10000,Program development;,Charitable,Private,Service
Tawa Charitable Foundation,CA,Asian Youth Center,San Gabriel,CA,2012,10000,Program development;,Charitable,Private,Service
The Ahmanson Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,50000,Capital and infrastructure;,For facility upgrades,Private,Service
The Ahmanson Foundation,CA,Asian Youth Center,San Gabriel,CA,2011,33000,Capital and infrastructure;,Toward roof repairs,Private,Service
The Ahmanson Foundation,CA,Asian Youth Center,San Gabriel,CA,2005,50000,Program expansion;Building and renovations;,Toward facility renovation for program expansion,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian Youth Center,San Gabriel,CA,2014,15000,General support; Program development;,Program/operating support,Private,Service
The Durfee Foundation,CA,Asian Youth Center,San Gabriel,CA,2003,31000,,,Private,Service
The Green Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,20000,Program development;,Charitable grants,Private,Service
The Green Foundation,CA,Asian Youth Center,San Gabriel,CA,2013,20000,,,Private,Service
The Jim and Barbara Tsay Foundation,CA,Asian Youth Center,San Gabriel,CA,2014,500,,"Provide social, employment and educational enrichment services to all youth and families",Private,Service
The Minneapolis Foundation,MN,Asian Youth Center,San Gabriel,CA,2009,2000,,For AYC earthquake relief,Community,Service
The Ralph M. Parsons Foundation,CA,Asian Youth Center,San Gabriel,CA,2016,30000,General support;,"For general support of efforts to empower low-income, immigrant, and at-risk youth and families",Private,Service
The Ralph M. Parsons Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,50000,General support;,"For general support of efforts to empower low-income, immigrant, and at-risk youth and families",Private,Service
The Ralph M. Parsons Foundation,CA,Asian Youth Center,San Gabriel,CA,2012,50000,Capacity-building and technical assistance;,For the hiring and first-year salary of educational enrichment services director,Private,Service
Weingart Foundation,CA,Asian Youth Center,San Gabriel,CA,2016,200000,General support;,Unrestricted Operating Support,Private,Service
Weingart Foundation,CA,Asian Youth Center,San Gabriel,CA,2015,400000,General support;,For Unrestricted operating support for the PropelNext Initiative,Private,Service
Weingart Foundation,CA,Asian Youth Center,San Gabriel,CA,2013,150000,General support;,For core support,Private,Service
Wells Fargo Foundation,MN,Asian Youth Center,San Gabriel,CA,2015,1000,,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Asian Youth Center,San Gabriel,CA,2006,1000,,,Private,Service
Whitecap Foundation,CA,Asian Youth Center,San Gabriel,CA,2007,26000,,,Private,Service
58 Partners Foundation,OH,Asian-American Community Services,Columbus,OH,2015,14000,Equipment;,"Auto payment, fuel and insurance as well as maintenance of 14 seat passenger van",Private,Service
Cardinal Health Foundation,OH,Asian-American Community Services,Columbus,OH,2013,10000,Continuing support;Program development;,For Rx abuse/misuse,Private,Service
Cardinal Health Foundation,OH,Asian-American Community Services,Columbus,OH,2012,10000,Program development;,For Rx abuse/misuse,Private,Service
Cardinal Health Foundation,OH,Asian-American Community Services,Columbus,OH,2011,20000,Continuing support; Program development;,For community focused grant,Private,Service
Cardinal Health Foundation,OH,Asian-American Community Services,Columbus,OH,2010,20000,Program development;,For community focused grant,Private,Service
Cardinal Health Foundation,OH,Asian-American Community Services,Columbus,OH,2009,15000,,,Private,Service
KeyBank Foundation,OH,Asian-American Community Services,Columbus,OH,2008,1000,Program development;,For program support,Private,Service
KeyBank Foundation,OH,Asian-American Community Services,Columbus,OH,2010,1000,Program development;,For program support,Private,Service
KeyBank Foundation,OH,Asian-American Community Services,Columbus,OH,2009,1000,Program development;,For program support,Private,Service
KeyBank Foundation,OH,Asian-American Community Services,Columbus,OH,2007,1000,Program development;,For program support,Private,Service
The Allstate Foundation,IL,Asian-American Community Services,Columbus,OH,2014,2000,Program development;,2014 Purple Purse Community Partner,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Asian-American Community Services,Columbus,OH,2015,20,Program development;,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Asian-American Community Services,Columbus,OH,2008,2000,,,Private,Service
The Columbus Foundation and Affiliated Organizations,OH,Asian-American Community Services,Columbus,OH,2007,68800,Program development;,To expand Healthy Asian Youth Program for at-risk Asian youth in grades K-12,Private,Service
United Way of Central Ohio,OH,Asian-American Community Services,Columbus,OH,2016,15885,General support;Program development;,Program operating cost,Private,Service
United Way of Central Ohio,OH,Asian-American Community Services,Columbus,OH,2015,31767,Program development;,For Healthy Asian Youth,Private,Service
United Way of Central Ohio,OH,Asian-American Community Services,Columbus,OH,2014,31767,Program development;,For Healthy Asian Youth,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2014,6000,Program development;,Charitable program activities support,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2013,7000,Program development;,For CHARITABLE PROGRAM ACTIVITIES SUPPORT,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2012,11400,General support;,For operating support,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2011,2000,Program development;,For Volunteer Individual Grant,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2011,4000,Program development;,For Volunteer Individual Grant,Private,Service
The JPMorgan Chase Foundation,NY,Asian-American Federation of Florida,North Miami,FL,2010,2000,Program development;,For Employee Volunteer Grant,Private,Service
TD Charitable Foundation,ME,Asian-American Homeownership Counseling,Rockville,MD,2017,5000,Program development;,"Create homeownership opportunity by providing counseling, education, tools, and resources to new homebuyers",Private,Service
TD Charitable Foundation,ME,Asian-American Homeownership Counseling,Rockville,MD,2016,2500,,"The purpose of the homebuyer education class is to provide education, counseling, resources and tools to prospective homebuyers so that they can make an educated decision on their homebuying process.",Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Asian-American Homeownership Counseling,Rockville,MD,2013,15000,General support; Program development;,For PROGRAM/OPERATING SUPPORT,Private,Service
The Greater Washington Community Foundation,DC,Asian-American Homeownership Counseling,Rockville,MD,2014,2055,,,Community,Service
Wells Fargo Foundation,MN,Asian-American Homeownership Counseling,Rockville,MD,2015,5000,Program development;,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Asian-American Homeownership Counseling,Rockville,MD,2015,5000,Program development;,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Asian-American Homeownership Counseling,Rockville,MD,2014,5000,Program development;,"Support of community development education , and human services",Private,Service
Wells Fargo Foundation,MN,Asian-American Homeownership Counseling,Rockville,MD,2014,6000,Program development;,"Support of community development education , and human services",Private,Service
Wells Fargo Foundation,MN,Asian-American Homeownership Counseling,Rockville,MD,2013,10000,,,Private,Service
Gilead Foundation,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2015,175000,,Charitable,Private,Mixed
Gilead Foundation,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2012,150000,,Charitable,Private,Mixed
Gilead Foundation,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2010,143735,"Policy, advocacy and systems reform; Fellowships; ",For hepatitis B policy fellowship,Private,Mixed
The California Endowment,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2011,20000,Public engagement and education;Program development;,For Cancer Education and Support Services,Community,Mixed
The California Endowment,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2009,10000,Continuing support;Capacity-building and technical assistance;Program development;,"For Improving the Health of Asian Americans and Pacific Islanders, initiative to support technical assistance, training and networking opportunities for health centers serving Asian American and Pacific Islander communities in California",Community,Mixed
The California Endowment,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2008,10000,Capacity-building and technical assistance;Faculty and staff development;Technical assistance;,"For technical assistance, training and networking opportunities for health centers serving Asian American and Pacific Islander communities in California",Community,Mixed
The California Endowment,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2007,430000,"Policy, advocacy and systems reform;Program development;Research and evaluation;","For Out of Many, One to conduct advocacy to ensure availability of necessary policies, programs, and funding to support collection and reporting of health data on racial and ethnic minorities in California",Community,Mixed
The California Endowment,CA,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2005,200000,"Equal access; Policy, advocacy and systems reform; Program development; Research; ","To plan and develop strategic plan for national multicultural coalition to reduce health disparities and achieve health parity, with focus on increasing participation of, and relationships with, California organizations",Community,Mixed
The Robert Wood Johnson Foundation,NJ,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2008,400000,"Research;Policy, advocacy and systems reform;",For research to evaluate how incentivizing health care processes affects outcomes in patients treated at federally qualified health centers in Hawaii,Private,Mixed
The Robert Wood Johnson Foundation,NJ,Association of Asian-Pacific Community Health Organizations,Oakland,CA,2005,100000,Program development;Continuing support;,To disseminate and replicate successful tobacco control strategies for Asian-American and  Pacific Islander communities,Private,Mixed
